9,8,7,19,1,10,11,10,10,6
6,5,10,15,5,14,7,10,10,3
19,13,11,14,3,4,9,10,11,4
8,17,16,26,6,18,8,12,19,10
4,3,2,3,1,3,2,6,4,2
9,12,12,14,5,10,9,11,10,6
9,10,9,14,3,10,15,12,5,3
9,5,13,17,3,14,10,10,11,6
14,6,13,15,1,11,14,7,9,5
4,6,5,3,2,4,5,10,6,3
